salary,city,companyShortName,district,companyId,jobNature,industryField,createTime,firstType,secondType,positionAdvantage,positionName,education,companyFullName,companyLabelList,companySize
15K-30K,深圳,光启集团,南山区,322508,全职,"数据服务,硬件",2018-07-09 09:37:18,开发/测试/运维类,后端开发,"人工智能,公共安全,上市公司",python开发工程师,本科,深圳光启超材料技术有限公司,"股票期权, 定期体检, 专项奖金, 年度旅游, ",500-2000人
20k-35k,深圳,海链科技,南山区,276586,全职,金融,2018-07-12 11:31:24,开发/测试/运维类,后端开发,"腾讯系,技术导向,福利好",Python 后台工程师,本科,深圳海链科技有限公司,"年底双薪, 股票期权, 带薪年假, 午餐补助, ",50-150人
15k-30k,深圳,翼果科技,南山区,59521,全职,"大数据,互联网,移动互联网",2018-07-12 10:42:19,开发/测试/运维类,后端开发,"氛围好,快速扩展期,福利多",Python后台工程师(科技园),本科,翼果（深圳）科技有限公司,"绩效奖金, 岗位晋升, 扁平管理, 领导好, ",15-50人
18k-30k,深圳,晶泰科技,福田区,76066,全职,"企业服务,医疗健康",2018-07-10 13:33:35,开发/测试/运维类,数据开发,"技术成长快,公司前景好,领导好",Python 算法工程师,本科,深圳晶泰科技有限公司,"节日礼物, 股票期权, 岗位晋升, 扁平管理, ",50-150人
12K-15K,深圳,创元投资控股,福田区,401626,全职,金融 其他,2018-07-02 17:14:31,开发/测试/运维类,后端开发,薪酬高环境好 氛围轻松福利满足期望,python工程师,本科,深圳市创元投资控股有限公司,""""", ",15-50人
15k-25k,深圳,至优出行共享汽车,南山区,365734,全职,移动互联网,2018-07-12 12:36:57,开发/测试/运维类,后端开发,发展快,Python后端工程师,本科,深圳市联合信通科技有限公司,"弹性工作, 扁平管理, ",150-500人
4k-8k,深圳,和沃翼起,南山区,205023,全职,"移动互联网,金融",2018-07-11 10:14:25,开发/测试/运维类,后端开发,"前景好,氛围好,还有很多",Python开发工程师,本科,深圳市和沃翼起科技有限公司,,15-50人
25K-40K,深圳,米筐 (Ricequant),南山区,37669,全职,金融,2018-06-15 11:05:00,开发/测试/运维类,后端开发,"量化交易,业内知名,双休,超长年假",Python后台开发/数据平台 资深工程师,本科,深圳米筐科技有限公司,"技能培训, 股票期权, 带薪年假, 年度旅游, ",50-150人
20k-40k,深圳,码隆科技,盐田区,78224,全职,移动互联网,2018-07-11 09:34:25,开发/测试/运维类,软件开发,发展前景广阔,高级python开发工程师（深圳）,本科,深圳码隆科技有限公司,"技术大牛集聚, 扁平管理, 五险一金, 领导好, ",50-150人
15k-30k,深圳,狗尾草智能科技,南山区,53970,全职,"移动互联网,O2O",2018-06-20 11:44:08,开发/测试/运维类,后端开发,"待遇超级好,福利超级多,公司发展快,人傻钱还多",高级Python开发工程师,本科,深圳狗尾草智能科技有限公司,"年底双薪, 股票期权, 带薪年假, 绩效奖金, ",150-500人
15k-20k,深圳,领存技术,南山区,416984,全职,"移动互联网,电子商务",2018-07-11 12:26:54,开发/测试/运维类,软件开发,"五险一金,周末双休,年底双薪,团队优秀",Python工程师,本科,深圳市领存技术有限公司,"年底双薪, 绩效奖金, 年度旅游, 节日礼物, ",50-150人
20k-40k,深圳,笨鸟社交,南山区,84086,全职,企业服务,2018-07-10 16:33:56,开发/测试/运维类,后端开发,海量数据,python工程师,本科,厦门笨鸟电子商务有限公司,"高新企业, 扁平管理, 五险一金, 股票期权, ",150-500人
14k-20k,深圳,深圳市慧星辰科技有限公司,龙华新区,306694,全职,"移动互联网,电子商务",2018-07-09 17:22:37,开发/测试/运维类,软件开发,"体检,五险一金,加班费,节假日福利",python开发工程师,本科,深圳市慧星辰科技有限公司,""""", ",50-150人
15k-30k,深圳,AKULAKU,南山区,107664,全职,"移动互联网,金融",2018-07-12 11:15:03,开发/测试/运维类,后端开发,"数据建模,机器学习,专注专业",高级Python工程师/面向对象高级Python工,本科,岩心科技（深圳）有限公司,"美女如云, 股票期权, 高速发展, 扁平管理, ",150-500人
10k-20k,深圳,悦动,南山区,9795,全职,"移动互联网 ,社交网络",2018-07-12 12:14:11,开发/测试/运维类,后端开发,"水果+零食,技术分享,福利待遇好,发展很好",python后台开发工程师,本科,深圳市悦动天下科技有限公司,"股票期权, 带薪年假, 绩效奖金, 扁平管理, ",50-150人
10k-15k,深圳,平安科技,福田区,24748,全职,金融,2018-07-12 16:53:29,开发/测试/运维类,后端开发,世界500强 带薪年假 节日福利 绩效丰厚,Python后台开发工程师（深圳）,本科,平安科技（深圳）有限公司,"节日礼物, 年度旅游, 岗位晋升, 技能培训, ",2000人以上
25k-50k,深圳,翼果科技,南山区,59521,全职,"大数据,互联网,移动互联网",2018-07-12 10:42:20,开发/测试/运维类,后端开发,"技术挑战大,成就感高,数据量大",Python资深后台工程师(科技园),本科,翼果（深圳）科技有限公司,"绩效奖金, 岗位晋升, 扁平管理, 领导好, ",15-50人
10k-15k,深圳,前海企保,南山区,139502,全职,"金融,企业服务",2018-06-22 18:04:34,开发/测试/运维类,后端开发,"薪酬高,福利好,美女多",Python工程师,本科,前海企保科技（深圳）有限公司,"弹性工作, 帅哥多, 美女多, 领导好, ",15-50人
10k-20k,深圳,江苏亿科达,福田区,128998,全职,"移动互联网,金融",2018-07-12 10:11:06,开发/测试/运维类,后端开发,"带薪年假,下午茶,周末双休,年终奖",初中级 Python 开发工程师,本科,上海海万信息科技股份有限公司,,500-2000人
8K-16K,深圳,米筐 (Ricequant),南山区,37669,全职,金融,2018-06-27 17:29:05,开发/测试/运维类,后端开发,"金融科技,量化交易,双休,不打卡",PYTHON数据工程师,本科,深圳米筐科技有限公司,"技能培训, 股票期权, 带薪年假, 年度旅游, ",50-150人
15k-25k,深圳,清影医疗,盐田区,296175,全职,"医疗健康,其他",2018-07-12 15:12:24,开发/测试/运维类,后端开发,"人工智能,智慧医疗,五险一金,扁平化",Python后端工程师,本科,清影医疗科技(深圳)有限公司,"五险一金, 年假, 气氛轻松, 股票期权, ",50-150人
10k-20k,深圳,妈妈派月嫂,南山区,276475,全职,"移动互联网,O2O",2018-07-11 14:42:54,开发/测试/运维类,后端开发,"期权奖励,弹性工作",Python工程师,本科,深圳市嵇康信息技术有限公司,,15-50人
11k-18k,深圳,浪潮企业云深圳研发中心,南山区,53711,全职,"移动互联网,企业服务",2018-07-05 10:27:54,开发/测试/运维类,后端开发,"成长机会,高手如云,环境好,氛围轻松",python开发工程师,本科,浪潮通用软件有限公司深圳研发中心,"技能培训, 节日礼物, 绩效奖金, 岗位晋升, ",2000人以上
5k-9k,深圳,淘乐网络,南山区,20727,全职,游戏,2018-07-02 19:21:07,开发/测试/运维类,前端开发/移动开发,"年终奖,项目奖,免费三餐,双休",python开发（游戏客户端）,本科,深圳淘乐网络科技有限公司,"项目分成, 骨干配车, 年终奖, 免费三餐, ",150-500人
15k-30k,深圳,平安科技,福田区,24748,全职,金融,2018-07-12 16:53:22,开发/测试/运维类,后端开发,世界500强，丰厚奖金,Python开发工程师（深圳）,本科,平安科技（深圳）有限公司,"节日礼物, 年度旅游, 岗位晋升, 技能培训, ",2000人以上
9k-16k,深圳,宸睿科技,南山区,76413,全职,"电子商务,教育",2018-07-10 11:35:48,技术,后端开发,双休、五险一金、免费旅游、晋升快、下午茶,Python工程师,本科,深圳宸睿科技有限公司,"带薪年假, 领导好, 五险一金, 高新企业, ",少于15人
10k-20k,深圳,深圳市百答科技有限公司,南山区,41545,全职,移动互联网,2018-07-09 18:55:16,开发/测试/运维类,后端开发,"互联网大咖,行业有前景,技术大牛",Python开发工程师,本科,深圳市百答科技有限公司,"带薪年假, 扁平管理, 美女多, 定期体检, ",50-150人
15k-25k,深圳,携程,福田区,6636,全职,"移动互联网,旅游",2018-07-10 11:40:46,开发/测试/运维类,后端开发,"福利待遇好,成长机会多,团队给力",Python开发工程师,本科,携程计算机技术（上海）有限公司,"绩效奖金, 股票期权, 五险一金, 交通补助, ",2000人以上
6k-12k,深圳,深圳氪希尔科技有限公司,南山区,397565,全职,金融,2018-07-02 15:58:50,开发/测试/运维类,后端开发,"弹性工作,氛围好,行业前景,团队",Python开发工程师（优秀应届毕业生可考虑）,本科,深圳氪希尔科技有限公司,""""", ",少于15人
13k-18k,深圳,Mecha,南山区,287156,全职,移动互联网,2018-06-15 10:36:53,开发/测试/运维类,后端开发,"五险一金,弹性工作,发展前景",Python 开发工程师,本科,深圳市知物畅想科技有限公司,"股票期权, 带薪年假, 绩效奖金, ",少于15人
9k-18k,深圳,云数科技,南山区,142442,全职,"数据服务,企业服务",2018-07-09 15:19:38,开发/测试/运维类,后端开发,"带薪年假,绩效奖金,公司团建",Python 开发工程师,本科,云数信息科技（深圳）有限公司,"年底双薪, 绩效奖金, 带薪年假, 公司团建, ",15-50人
20k-40k,深圳,小步网络,宝安区,130397,全职,移动互联网,2018-07-12 11:03:36,开发/测试/运维类,后端开发,"海外项目,发展空间大,环境宽松,大牛多",Python后台架构师,本科,深圳小步网络科技有限公司,"股票期权, 定期体检, 下午茶, 年度旅游, ",50-150人
15k-25k,深圳,锐链科技,南山区,362259,全职,移动互联网 数据服务,2018-07-11 11:10:43,开发/测试/运维类,后端开发,"大牛带队,行业好,福利多多,待遇好",Python中高级开发工程师,本科,深圳锐链科技有限公司,"绩效奖金, 带薪年假, 定期体检, 弹性工作, ",50-150人
15k-30k,深圳,AKULAKU,南山区,107664,全职,"移动互联网,金融",2018-07-10 10:03:46,开发/测试/运维类,后端开发,"牛逼的伙伴,专注的开发,舒服的氛围,薪酬待遇",Python后台开发/数据平台/Senior,本科,岩心科技（深圳）有限公司,"美女如云, 股票期权, 高速发展, 扁平管理, ",150-500人
12k-24k,深圳,深圳源伞科技,南山区,141512,全职,"其他,信息安全",2018-06-14 14:40:59,开发/测试/运维类,后端开发,"玩转开源,架构达人",Web前端/Python研发工程师,本科,深圳市前海源伞科技有限公司,"绩效奖金, 午餐补助, 股票期权, 工程师文化, ",15-50人
10k-20k,深圳,微创,盐田区,189022,全职,"移动互联网,电子商务",2018-07-12 10:58:19,开发/测试/运维类,后端开发,"六险一金,带薪年假,节日福利,技术大牛",Python工程师-赴码隆科技,本科,上海微创软件股份有限公司北京分公司,"年底双薪, 绩效奖金, 免费班车, 节日礼物, ",2000人以上
13k-25k,深圳,艾升,福田区,407170,全职,金融,2018-06-21 18:00:01,开发/测试/运维类,软件开发,"弹性工作,扁平管理,带薪年假",软件开发工程师-Python,本科,艾升（深圳）投资咨询有限公司,""""", ",15-50人
7k-12k,深圳,编玩边学,南山区,110722,全职,"教育,游戏",2018-07-10 18:44:12,其他,教育|培训,"一年13薪,五险一金,节日福利,零食健身",python课程设计师/课程编辑/课程研发,本科,深圳市编玩边学教育科技有限公司,"专项奖金, 股票期权, 绩效奖金, 午餐补助, ",150-500人
15k-30k,深圳,百丽新零售,南山区,331391,全职,"移动互联网,电子商务",2018-07-04 11:02:29,开发/测试/运维类,后端开发,Flask,Python开发工程师,本科,百丽电子商务（上海）有限公司,"百丽新零售, 年底三薪, 绩效奖金, 带薪年假, ",500-2000人
15k-20k,深圳,锚链科技,南山区,212786,全职,"移动互联网,数据服务",2018-07-02 11:28:16,开发/测试/运维类,后端开发,"福利待遇好,项目好,大牛带队,周末双休",Python开发工程师,本科,深圳锚链科技有限公司,"带薪年假, 年底双薪, 弹性工作, 年度旅游, ",50-150人
17k-23k,深圳,通力互联,龙岗区,123777,全职,"电子商务,企业服务",2018-07-09 15:48:13,开发/测试/运维类,后端开发,重点项目,python偏后台维护,本科,北京通力互联技术服务有限公司,"绩效奖金, 交通补助, 定期体检, 通讯津贴, ",2000人以上
20k-30k,深圳,匀富尚品,南山区,314625,全职,电子商务 移动互联网,2018-07-03 14:33:59,开发/测试/运维类,后端开发,"年终奖金,年度旅游,24月薪资",Python 开发工程师,本科,匀富（深圳）电子商务有限公司,"带薪年假, 24月薪酬, 年度体检, 年度旅游, ",50-150人
20k-40k,深圳,翼果科技,南山区,59521,全职,"大数据,互联网,移动互联网",2018-07-12 10:42:20,开发/测试/运维类,后端开发,"技术氛围好,数据量大,上升空间大,福利多",Python高级后台工程师(科技园),本科,翼果（深圳）科技有限公司,"绩效奖金, 岗位晋升, 扁平管理, 领导好, ",15-50人
8k-12k,深圳,捷誊技术,南山区,324077,全职,数据服务、硬件,2018-07-09 17:07:53,开发/测试/运维类,软件开发,"六险一金,带薪年假,顶尖技术",Python 软件工程师,本科,深圳捷誊技术有限公司,"带薪年假, 年底双薪, 通讯津贴, 股票期权, ",15-50人
8K-15K,深圳,昂达供应链,南山区,390579,全职,电子商务,2018-06-13 15:25:56,开发/测试/运维类,后端开发,有竞争力的年薪+期权，区块链新创企业,Python工程师,本科,深圳昂达供应链管理有限公司,""""", ",50-150人
15k-30k,深圳,顺丰科技有限公司,南山区,35996,全职,"移动互联网,电子商务",2018-07-12 14:54:20,开发/测试/运维类,后端开发,"挑战大,前景好,弹性上班,福利好",python后台开发工程师,本科,顺丰科技有限公司,"技能培训, 节日礼物, 带薪年假, 岗位晋升, ",500-2000人
15k-30k,深圳,光启集团,南山区,322508,全职,"数据服务,硬件",2018-07-09 09:37:18,开发/测试/运维类,软件开发,上市公司,高级Python开发工程师,本科,深圳光启超材料技术有限公司,"股票期权, 定期体检, 专项奖金, 年度旅游, ",500-2000人
25k-50k,深圳,美图公司,南山区,23291,全职,"移动互联网,硬件",2018-07-02 18:23:08,开发/测试/运维类,后端开发,"国际化产品,竞争力薪资,初创团队,超大用户量",高级Python工程师/架构师,本科,厦门美图之家科技有限公司,"节日礼物, 与大牛共事, 福利健全, 五险一金, ",2000人以上
10k-20k,深圳,深信服科技集团,南山区,182070,全职,"信息安全,企业服务",2018-07-03 17:32:31,开发/测试/运维类,后端开发,"平台大,福利好,薪资高",python开发工程师,本科,深信服科技股份有限公司,"三餐全包, 大牛超多, 年终奖超多, 大公司，稳定, ",2000人以上
12k-18k,深圳,海量数据,福田区,182163,全职,数据服务,2018-07-09 14:36:10,开发/测试/运维类,后端开发,"成长基金,季度旅游,补充医疗,体检",Python开发工程师（深圳）,本科,海量数据技术股份有限公司,,150-500人
18k-30k,深圳,腾讯,南山区,451,全职,"移动互联网 ,游戏",2018-06-27 16:54:35,开发/测试/运维类,后端开发,"绩效奖金,五险一金,带薪休假",python后台开发工程师（深圳/上海）,本科,腾讯科技(深圳)有限公司,"免费班车, 成长空间, 年度旅游, 岗位晋升, ",2000人以上
24k-33k,深圳,ITS,南山区,135308,全职,"数据服务,移动互联网",2018-07-12 17:45:18,开发/测试/运维类,管理岗,"股票期权,弹性工作时",Python后台高级开发经理,本科,深圳市埃提思科技开发有限公司,,15-50人
10k-20k,深圳,南方网通,南山区,168440,全职,企业服务,2018-07-09 09:31:23,开发/测试/运维类,后端开发,"提供住宿,五险一金,员工旅游,带薪年假",Python高级开发工程师,本科,深圳市南方网通信息技术有限公司,,150-500人
13k-25k,深圳,KLOOK 客路旅行,福田区,28121,全职,"移动互联网,旅游",2018-07-11 17:34:42,开发/测试/运维类,后端开发,"国际化平台,环境舒适,好玩有趣",Python后端工程师,本科,深圳市客路网络科技有限公司,"零食水果供应, 带薪年假, 绩效奖金, 扁平管理, ",500-2000人
15k-30k,深圳,顺丰科技有限公司,南山区,35996,全职,"移动互联网,电子商务",2018-07-12 14:54:19,开发/测试/运维类,后端开发,"逻辑,架构,流程,沟通",GIS平台JAVA工作流与PYTHON脚本高级研发,本科,顺丰科技有限公司,"技能培训, 节日礼物, 带薪年假, 岗位晋升, ",500-2000人
10K-15K,深圳,博悦科创,南山区,117217,全职,移动互联网,2018-07-11 17:40:52,开发/测试/运维类,后端开发,"五险一金,绩效奖金,定期体检,员工旅游",python后端,本科,深圳市博悦科创科技有限公司,"年底双薪, 定期体检, 绩效奖金, 技能培训, ",500-2000人
9K-15K,深圳,点赞互娱,南山区,331177,全职,移动互联网,2018-07-10 12:33:16,开发/测试/运维类,后端开发,五险一金，旅游，项目奖,游戏服务器python开发工程师,本科,深圳点赞互娱科技有限公司,""""", ",15-50人
15k-30k,深圳,小步网络,宝安区,130397,全职,移动互联网,2018-07-12 11:03:36,开发/测试/运维类,后端开发,"大牛云集,发展空间大,弹性上班",Python爬虫工程师,本科,深圳小步网络科技有限公司,"股票期权, 定期体检, 下午茶, 年度旅游, ",50-150人
18k-30k,深圳,腾讯,南山区,451,全职,"移动互联网 ,游戏",2018-06-27 11:09:32,开发/测试/运维类,后端开发,"五险一金,绩效奖金,带薪休假",HY2-监控系统开发工程师-Python（深圳）,本科,腾讯科技(深圳)有限公司,"免费班车, 成长空间, 年度旅游, 岗位晋升, ",2000人以上
10k-18k,深圳,一面数据,南山区,35565,全职,"移动互联网,数据服务",2018-07-12 10:26:38,开发/测试/运维类,后端开发,"大数据领域,人工智能,清华系大牛,技术氛围浓",Python爬虫工程师,本科,深圳市一面网络技术有限公司,"技能培训, 海归精英团队, Geek分享, 绩效奖金, ",15-50人
5k-8k,深圳,点趣网络,宝安区,56287,全职,移动互联网,2018-06-20 14:15:30,开发/测试/运维类,软件开发,O2O,Python助理开发工程师,本科,深圳市点趣网络技术有限公司,"股票期权, 绩效奖金, 五险一金, 弹性工作, ",50-150人
10k-15k,深圳,乐信,南山区,15175,全职,移动互联网,2018-07-12 18:32:28,开发/测试/运维类,后端开发,"上市公司,弹性工作,一对一导师,扁平管理",python爬虫工程师 (MJ000259),本科,深圳乐信软件技术有限公司,"年终分红, 绩效奖金, 专项奖金, 年底双薪, ",2000人以上
5k-10k,深圳,荔枝微课,南山区,187673,实习,"移动互联网,教育",2018-07-10 11:13:30,开发/测试/运维类,后端开发,"年轻团队,双休,转正机会,学习机会多",Python实习生,本科,深圳市微课科技有限公司,"美女多, 弹性工作, 扁平管理, 年底双薪, ",50-150人
10k-18k,深圳,乔安,龙华新区,211667,全职,"电子商务,硬件",2018-07-09 11:19:11,开发/测试/运维类,数据开发,"项目奖金,绩效奖金,住房补贴,年度旅游",后端python工程师,本科,深圳市乔安科技有限公司,"绩效奖金, 带薪年假, 年终分红, 年度旅游, ",150-500人
15k-30k,深圳,元一灵通智能,南山区,380120,全职,"金融,生活服务",2018-07-09 10:07:06,开发/测试/运维类,后端开发,"年终奖,入职购五险,晋升机会高,年度旅游",Python量化工程师,本科,元一灵通智能科技（深圳）有限公司,"弹性工作, 年度旅游, 年底双薪, 带薪年假, ",50-150人
15k-25k,深圳,布谷鸟科技,南山区,148452,全职,"电子商务,移动互联网",2018-07-09 17:22:51,开发/测试/运维类,后端开发,"福利多多,俊男靓女,绩效奖金",高级Python工程师（爬虫）,本科,深圳布谷鸟信息科技有限公司,"高颜值公司, 发展潜力大, 美女多, 岗位晋升, ",500-2000人
10k-20k,深圳,江苏亿科达,福田区,128998,全职,"移动互联网,金融",2018-07-10 18:57:44,开发/测试/运维类,后端开发,"交通便利,大平台",Python后台开发,本科,上海海万信息科技股份有限公司,,500-2000人
13k-26k,深圳,华润置地,南山区,81165,全职,其他,2018-06-29 18:01:06,开发/测试/运维类,后端开发,"500强,创新业务,福利好",数据工程师（Python）,本科,华润置地有限公司,"带薪年假, 绩效奖金, 岗位晋升, 管理规范, ",2000人以上
10k-20k,深圳,数位科技,南山区,135283,全职,"移动互联网,数据服务",2018-07-12 09:51:07,开发/测试/运维类,数据开发,"技术大牛,团队氛围好,股票期权,福利待遇好",Python爬虫工程师,本科,深圳数位传媒科技有限公司,"2个月年终奖, 团队靠谱, 期权股票, 带薪病假, ",50-150人
15k-30k,深圳,顺丰科技有限公司,南山区,35996,全职,"移动互联网,电子商务",2018-07-12 14:54:21,开发/测试/运维类,后端开发,"弹性时间,带薪休假,晋升大,氛围好",Python开发工程师（人工智能业务）,本科,顺丰科技有限公司,"技能培训, 节日礼物, 带薪年假, 岗位晋升, ",500-2000人
18k-30k,深圳,一面数据,南山区,35565,全职,"移动互联网,数据服务",2018-07-12 10:26:38,开发/测试/运维类,后端开发,"大数据领域,人工智能,清华系大牛,技术氛围浓",高级Python爬虫工程师,本科,深圳市一面网络技术有限公司,"技能培训, 海归精英团队, Geek分享, 绩效奖金, ",15-50人
8k-15k,深圳,编程猫,南山区,68524,全职,"移动互联网,教育",2018-07-12 10:52:02,运营/编辑/客服,编辑,"能撸猫,氛围好,二次元,有餐补",教材研发——Python,本科,深圳点猫科技有限公司,"专项奖金, 股票期权, 岗位晋升, 年度旅游, ",500-2000人
15k-30k,深圳,OPPO,南山区,6927,全职,移动互联网,2018-07-09 15:11:34,技术,后端开发,核心事业群 千万级日活 氛围好 组织扁平,Python工程师（运维平台）,本科,广东欧珀移动通信有限公司,"丰厚年终, 扁平管理, 追求极致, 本分, ",2000人以上
25k-50k,深圳,郑州嘉馨科技有限公司,南山区,21221,全职,O2O,2018-06-25 15:07:53,开发/测试/运维类,后端开发,"双休加班少,15薪以上,年假福利多,技术氛围好",Python后台开发工程师,本科,平达投资股份有限公司,"技能培训, 节日礼物, 带薪年假, 岗位晋升, ",2000人以上
5k-6k,深圳,ASML睿初科技,南山区,7789,实习,"企业服务,数据服务",2018-06-28 08:34:18,技术,后端开发,有导师带，能学到很多知识,Python 实习生,本科,睿初科技,"节日礼物, 技能培训, 年底双薪, 尊重和认可, ",2000人以上
12k-15k,深圳,布谷鸟科技,南山区,148452,全职,"电子商务,移动互联网",2018-07-10 16:56:09,开发/测试/运维类,后端开发,"技术大牛,团队氛围",Python爬虫,本科,深圳布谷鸟信息科技有限公司,"高颜值公司, 发展潜力大, 美女多, 岗位晋升, ",500-2000人
15k-30k,深圳,DJI大疆创新,南山区,21775,全职,"移动互联网,硬件",2018-07-08 18:47:39,开发/测试/运维类,后端开发,"无人机行业,行业领先",信息安全工程师（Python）,本科,深圳市大疆创新科技有限公司,"朝阳行业, 丰厚薪资待遇, 年终发车, 扁平管理, ",2000人以上
6k-12k,深圳,酸桃数据,南山区,160695,全职,"移动互联网,广告营销",2018-07-11 09:38:26,开发/测试/运维类,后端开发,"氛围好,弹性上班,发展空间大",Python爬虫工程师,本科,深圳浩瀚星际网络科技有限公司,"弹性工作, 帅哥多, 扁平管理, 领导好, ",15-50人
9k-18k,深圳,九康科技,南山区,130221,全职,"移动互联网,医疗健康",2018-07-12 09:20:26,开发/测试/运维类,后端开发,"扁平化管理,有指导,双休,上升空间",后台开发（C＋＋及python）,本科,九康科技（深圳）有限公司,"带薪年假, 绩效奖金, 扁平管理, 五险一金, ",15-50人
25k-40k,深圳,平安科技,福田区,88685,全职,"移动互联网,金融",2018-06-25 15:23:41,开发/测试/运维类,后端开发,"资金丰富,领导好,大咖多,人工智能",Python 后台服务器开发,本科,平安科技（深圳）有限公司,"年底双薪, 专项奖金, 带薪年假, 绩效奖金, ",2000人以上
8k-16k,深圳,Using.ai,南山区,253697,全职,"企业服务,数据服务",2018-06-19 20:26:15,开发/测试/运维类,后端开发,"高成长,人工智能",Python工程师（人工智能方向）,本科,深圳贝尔信息科技有限公司,,少于15人
15k-30k,深圳,腾讯,南山区,451,全职,"移动互联网 ,游戏",2018-06-26 14:15:40,开发/测试/运维类,后端开发,"行业领先,技术氛围浓,绩效奖金,腾讯福利",python后台开发工程师（深圳/上海）,本科,腾讯科技(深圳)有限公司,"免费班车, 成长空间, 年度旅游, 岗位晋升, ",2000人以上
15k-25k,深圳,晶泰科技,福田区,76066,全职,"企业服务,医疗健康",2018-07-10 13:33:34,开发/测试/运维类,后端开发,"五险一金,年底双薪,带薪年假,双休不打卡",高级后端工程师（python、Go语言）,本科,深圳晶泰科技有限公司,"节日礼物, 股票期权, 岗位晋升, 扁平管理, ",50-150人
3k-6k,深圳,乾晟科技,福田区,376017,实习,金融、数据服务,2018-06-20 14:01:21,开发/测试/运维类,后端开发,住宿+高报酬＋有留用机会,python实习,本科,深圳乾晟信息科技有限公司,""""", ",15-50人
20k-40k,深圳,腾讯,南山区,451,全职,"移动互联网 ,游戏",2018-07-10 15:42:56,开发/测试/运维类,后端开发,"大数据,数据分析,BI,知识图谱",数据分析平台开发工程师（Python）,本科,腾讯科技(深圳)有限公司,"免费班车, 成长空间, 年度旅游, 岗位晋升, ",2000人以上
15k-30k,深圳,富途网络,,9253,全职,"移动互联网,金融",2018-06-26 14:02:27,技术,后端开发,互联网金融,运营开发工程师（Python）,本科,富途网络科技（深圳）有限公司,"年底双薪, 腾讯系, 互联网金融, 年度体检, ",500-2000人
15k-30k,深圳,平安金服,罗湖区,161720,全职,"金融,数据服务",2018-07-11 19:19:16,开发/测试/运维类,后端开发,"免费三餐,超优厚年终,腾讯华为背",C++/python后台研发工程师,本科,深圳平安综合金融服务有限公司,,2000人以上
5k-7k,深圳,比特穿越,南山区,125824,全职,数据服务,2018-07-12 11:33:12,开发/测试/运维类,后端开发,"成长空间大,学习机会多,产品有前景,工作有趣",Python代码QA,本科,深圳市比特穿越科技有限公司,"绩效奖金, 股票期权, 年终奖, 定期调薪, ",15-50人
15k-30k,深圳,ASML睿初科技,南山区,7789,全职,"企业服务,数据服务",2018-07-12 10:41:45,开发/测试/运维类,后端开发,"硅谷培训,加班少,氛围好,福利好",C++/Python后台软件开发高级工程师,本科,睿初科技,"节日礼物, 技能培训, 年底双薪, 尊重和认可, ",2000人以上
8k-10k,深圳,谷熊科技,福田区,109507,全职,"移动互联网,社交网络",2018-07-10 15:52:27,开发/测试/运维类,测试,测试,python开发工程师—测试方向,本科,深圳市谷熊网络科技有限公司,"专项奖金, 管理规范, 领导好, 五险一金, ",15-50人
5k-8k,深圳,上海泓倍,福田区,31181,实习,金融,2018-07-10 16:31:41,技术,后端开发,五险一金，双休及法定假日，交通食宿补助,C++/Python IT实习生,本科,上海泓倍资产管理中心（有限合伙）,"带薪年假, 交通补助, 五险一金, 午餐补助, ",少于15人
10k-20k,深圳,乐信,南山区,15175,全职,移动互联网,2018-07-12 17:38:16,开发/测试/运维类,后端开发,"年底双薪,绩效奖金,年度旅游,上市公司",python爬虫工程师,本科,深圳乐信软件技术有限公司,"年终分红, 绩效奖金, 专项奖金, 年底双薪, ",2000人以上
15k-25k,深圳,晶泰科技,福田区,76066,全职,"企业服务,医疗健康",2018-07-10 13:33:35,开发/测试/运维类,后端开发,五险一金，年底双薪，氛围好，双休不打卡,科学计算软件开发工程师（ Python、C/C++、Fortran）,本科,深圳晶泰科技有限公司,"节日礼物, 股票期权, 岗位晋升, 扁平管理, ",50-150人
10k-19k,深圳,暴鸡电竞,南山区,163522,全职,"移动互联网,文化娱乐",2018-07-09 12:05:53,开发/测试/运维类,后端开发,"电竞风口,互联网平台,工作氛围好,领导奈斯",Python自动化测试,本科,深圳开黑科技有限公司,"股票期权, 岗位晋升, 年度旅游, 晚餐补贴, ",50-150人
15k-30k,深圳,翼果科技,南山区,59521,全职,"大数据,互联网,移动互联网",2018-07-12 10:42:19,开发/测试/运维类,测试,"技术氛围好,快速成长,福利多",Python测试工程师,本科,翼果（深圳）科技有限公司,"绩效奖金, 岗位晋升, 扁平管理, 领导好, ",15-50人
12k-24k,深圳,途游,南山区,2646,全职,"移动互联网,游戏",2018-06-27 16:14:47,开发/测试/运维类,后端开发,"公司氛围好,弹性工作制",python游戏服务端高级技术,本科,在线途游（北京）科技有限公司,"股票期权, 专项奖金, 五险一金, 带薪年假, ",150-500人
9k-15k,深圳,战吼,南山区,89131,全职,"移动互联网,社交网络",2018-07-07 16:20:12,开发/测试/运维类,后端开发,"前沿技术,大牛带队,五险一金,期权奖励",游戏后台 C# Python 开发工程师,本科,深圳战吼网络科技有限公司,"股票期权, 全球市场, 自带光环, ",15-50人
12k-24k,深圳,英菲创新,南山区,324293,全职,"移动互联网,金融",2018-07-11 10:58:18,开发/测试/运维类,后端开发,"人工智能,金融科技,创新团队,弹性工作",Python爬虫开发工程师,本科,深圳英菲创新智能科技有限公司,"火箭成长, 牛人大拿, 创业激情, 有钱有颜, ",15-50人
